ID,FREQ,LENGTH,INCLANES,DECLANES,WIDTH,MIMEDSH,MXMEDSH,SPEED,URB,FC,AADT,SINGLE,DOUBLE,TRAIN,PEAKHR,GRADEBR,MIGRADE,MXGRADE,MXGRDIFF,TANGENT,CURVES,MINRAD,ACCESS,MEDWIDTH,FRICTION,ADTLANE,SLOPE,INTECHAG,AVEPRE,AVESNOW
159,25,1.45,3,3,72,10,18,55,1,5,78006,3.2,3.43,0.49,9.6,3,0.27,0.79,1.19,0.1,3,2728,2,3,55,13001,0,1,5.92,0.72
160,3,0.79,4,3,84,6,10,55,1,5,36047,3.43,7.88,1.09,12.7,2,1.45,3.9,1.45,0.71,2,1900,2,4,47.5,5150,3,0,6.78,1.48
161,27,1.95,3,3,72,6,10,65,0,5,34946,3.43,7.88,1.09,12.7,3,0.24,-4.3,8.3,0.53,3,1900,2,3,48,5824,0,1,6.78,1.48
162,14,2.18,4,3,84,6,10,65,0,5,31350,3.43,7.88,1.09,12.7,1,1.5,4,2.5,0.3,3,2500,2,5,50.8,4479,2,1,6.78,1.48
163,8,0.97,3,3,72,6,6,65,0,5,34386,3.97,11.75,2.48,15.5,1,0.4,-1.28,1.68,0.84,1,4000,2,5,48,5731,0,0,10.98,6.75
164,11,1.47,3,3,72,6,8,65,0,5,33212,3.97,11.75,2.48,15.5,4,0.28,3.06,3.03,1.62,3,2492,2,5,45.8,5535,1,1,10.98,6.75
165,5,1.22,3,3,72,6,6,65,0,5,25933,3.97,11.75,2.48,15.5,2,0.03,1.98,1.95,0.11,2,8000,2,5,44,4322,2,1,10.98,6.75
166,5,0.52,4,3,84,6,8,65,0,5,23983,3.97,11.75,2.48,15.5,1,1.14,5,3.6,0.35,2,2100,2,3,44,3426,1,0,10.98,6.75
167,7,1.62,4,3,84,6,10,65,0,5,23790,3.97,11.75,2.48,15.5,2,0.94,3,3.99,0.17,2,4000,2,5,47.5,3399,0,0,10.98,6.75
168,7,1.48,3,3,72,6,10,65,0,5,23790,3.97,11.75,2.48,15.5,2,0.4,3,2.6,0.23,4,1964,2,5,46.8,3965,0,0,10.98,6.75
169,6,0.94,3,3,72,6,10,65,0,5,20394,3.97,11.75,2.48,15.5,1,1.3,1.82,0.52,0.43,2,6854,2,4,47.5,3399,2,1,0.51,0.28
170,16,1.9,2,2,48,4,4,65,0,5,23106,3.88,12.67,4.03,17,5,0,1.51,1.51,0.27,4,1146,2,5,44.5,5777,2,0,0.51,0.28
171,47,4.31,2,2,48,4,4,65,0,5,23106,3.88,12.67,4.03,17,8,0,-2.6,3.35,0.35,8,1146,2,5,44.6,5777,0,2,0.51,0.28
172,8,1.3,2,2,48,4,4,65,0,5,19631,4.46,13.2,4.48,17,3,-0.44,-1.98,1.44,0.19,0,0,2,5,45.3,4908,0,2,0.51,0.28
173,20,2.73,2,2,63,4,4,65,0,5,21433,3.95,13.73,4.32,17,5,-0.01,3.04,3.73,1.33,4,2865,2,5,45.5,5358,0,1,3.13,9.63
174,9,1.29,2,2,48,4,4,65,0,5,20306,3.95,13.73,4.32,17,3,-0.04,-3,2.95,0.11,3,2865,2,5,45,5077,1,0,3.13,9.63
175,22,2.68,2,2,48,4,4,65,0,5,21019,4.74,13.37,4.51,17,5,-0.04,3.03,2.71,0.14,2,2865,2,5,44.2,5255,0,1,3.13,9.63
176,19,1.56,2,2,48,4,4,65,0,5,22492,5.02,12.18,3.89,17,2,-0.05,-3.76,4.13,0.9,1,1515,2,5,43.5,5623,0,1,3.13,9.63
177,21,2.09,2,2,48,4,4,65,0,5,21065,5.02,12.18,3.89,17,3,-0.28,2.93,4.08,1.73,2,1910,2,5,43.8,5266,0,1,3.13,9.63
178,2,0.59,2,2,48,4,4,65,0,5,19911,3.8,14.3,5,17.4,1,-0.33,-2.11,1.78,0.57,1,5730,2,2,43,4978,0,1,3.13,9.63
179,7,2,2,2,48,4,4,65,0,5,19911,3.8,14.3,5,17.4,2,-0.31,-0.66,0.87,0.48,1,5730,2,5,47.3,4978,0,2,3.13,9.63
180,35,3.93,2,2,54,4,4,65,0,5,21238,4.07,13.28,4.79,17.4,5,0.23,4,4.9,0.24,5,1910,2,5,46.8,5310,1,0,3.13,9.63
181,21,6.59,2,2,48,4,4,65,0,5,17403,4.1,13.3,4.8,17.4,7,-1.09,-4.6,6.36,0.42,9,1637,2,5,44.4,4351,0,1,3.13,9.63
182,20,5.2,2,2,48,4,4,65,0,5,16427,5.19,15.6,5.39,17.4,7,0.4,-2.24,2.15,0.26,5,1910,2,5,46.3,4107,0,1,0.69,0.55
183,0,0.58,2,2,48,4,4,65,0,5,18096,4.4,13.69,4.63,17.4,3,-0.18,-1.97,1.79,0.95,1,2865,2,5,58.5,4524,0,0,0.69,0.55
184,4,1.46,2,2,48,4,4,65,0,5,18096,4.4,13.69,4.63,17.4,2,-0.29,-1.66,1.26,1.6,2,2865,2,5,58,4524,0,0,0.69,0.55
185,7,2.64,2,2,48,4,4,65,0,5,18096,4.4,13.69,4.63,17.4,2,-0.2,-1.4,1.11,1.14,2,11460,2,5,56.3,4524,0,1,0.69,0.55
186,2,0.86,2,2,48,4,4,65,0,5,19053,4.04,12.68,4.66,17.4,2,-0.28,2.1,2.38,1.27,0,0,2,5,56.5,4763,0,0,0.69,0.55
187,0,0.8,2,2,62,4,4,65,0,5,19053,4.04,12.68,4.66,17.4,1,-0.37,-2.7,2.33,2.04,1,2865,2,5,57.5,4763,0,0,0.69,0.55
188,42,11.5,2,2,57,4,4,65,1,5,19053,4.04,12.68,4.66,17.4,10,0.25,-2.94,3.3,0.56,14,1700,2,5,60.8,4763,0,2,0.69,0.55
189,29,15.28,2,2,48,4,4,65,0,5,9802,9.48,11.5,4.66,19.4,16,0.04,4.13,8.25,0.32,29,1500,2,5,61.2,2451,3,1,0.69,0.55
190,7,4.61,2,2,48,4,4,65,0,5,9563,5.67,13.26,4.87,19.4,7,0.23,4.95,4.18,0.23,5,2292,2,5,51.8,2391,0,1,0.55,0
191,1,0.63,2,2,48,4,4,65,0,5,9563,5.67,13.26,4.87,19.4,1,0.15,-3.47,3.62,1.19,1,5730,2,5,50.5,2391,0,1,0.55,0
192,8,5.28,2,2,48,4,4,65,0,5,9120,5.06,14,4.69,19.4,7,-0.01,1.97,1.41,1.51,3,5730,2,3,51,2280,1,1,0.55,0
193,6,1.64,2,2,48,4,4,65,0,5,7730,4.53,13.21,4.38,19.4,5,0,3,2.24,0.17,2,2084,2,2,53,1933,1,0,0.55,0
194,11,4.77,2,2,48,4,4,65,0,5,7730,4.5,13.2,4.4,19.4,4,-0.1,-2.5,2.4,0.23,2,2324,2,2,52.9,1933,1,0,0.55,0
195,10,4.46,2,2,48,4,4,65,0,5,8582,4.68,14.67,4.3,19.4,4,-0.07,1.45,1.52,0.22,2,38400,2,5,53.1,2146,1,0,0.55,0
196,19,9.49,2,2,48,4,4,65,0,5,8582,4.68,14.67,4.3,19.4,14,0,2.93,3.34,0.13,1,38400,2,2,51.7,2146,1,1,0.55,0.33
197,1,0.51,2,2,48,4,4,65,0,5,10769,4.8,9.9,3.1,19.4,2,0.05,-1.09,1.14,9.66,0,0,2,5,51.7,2692,1,0,0.55,0.33
198,8,3.54,2,2,48,4,4,65,0,5,10769,4.8,9.9,3.1,19.4,10,0.05,-1.54,2.98,10.2,1,11460,2,2,52.6,2692,1,0,0.55,0.33
199,2,2.01,2,2,48,4,4,65,0,5,8506,5.05,12.75,3.73,15.9,3,0.05,2.29,2.16,0.46,0,0,2,2,54.3,2127,1,0,0.61,0
200,1,0.98,2,2,48,4,4,65,0,5,8506,5.05,12.75,3.73,15.9,2,0.4,-2.5,3.7,2.61,0,0,2,2,53,2127,1,0,0.61,0
201,15,7.34,2,2,48,4,4,65,0,5,8506,5.05,12.75,3.73,15.9,13,0.1,-3.39,3.36,3.96,3,5730,2,2,55.2,2127,1,2,0.61,0
202,3,1.47,2,2,48,4,4,65,0,5,8297,4.79,13.87,4.14,15.7,0,0,0.42,0.4,2.67,2,11460,2,2,48.5,2074,1,0,0.61,0
203,1,0.68,2,2,48,4,4,65,0,5,8297,4.79,13.87,4.14,15.7,1,0.42,1.18,0.76,0.07,2,7672,2,4,56.5,2074,2,0,0.61,0
204,4,1.01,2,2,48,4,6,65,0,5,8297,4.79,13.87,4.14,15.7,1,-0.15,1.18,1.03,0.32,2,8000,2,5,55.8,2074,2,0,0.61,0
205,1,1.12,2,2,48,4,6,65,0,5,8297,4.79,13.87,4.14,15.7,3,-0.15,3,2.65,0.21,0,0,2,5,56.3,2074,1,0,0.89,0.92
206,3,1.31,2,2,48,4,4,65,0,5,8297,4.79,13.87,4.14,15.7,2,1.95,3,5.39,2.8,2,12000,2,5,56.2,2074,0,0,0.89,0.92
207,12,5.12,2,2,48,4,4,65,0,5,8161,4.79,13.87,4.14,15.7,6,-0.31,2.58,4.31,1.95,2,8000,2,5,51.6,2040,0,0,0.89,0.92
208,7,6.21,2,2,48,4,6,65,0,5,8161,4.79,13.87,4.14,15.7,6,0.1,-3.12,3.65,0.64,4,8000,2,5,54.7,2040,2,0,0.89,0.92
209,14,6.7,2,2,48,4,6,65,0,5,8263,4.79,13.87,4.14,15.7,3,0.5,2.74,3.19,2.94,3,8186,2,5,54.3,2066,0,1,1.08,1.8
210,17,7.06,2,2,48,4,4,65,0,5,10642,5.1,16.43,6.25,13.6,5,0.12,-2.37,3.8,3.58,1,8186,2,5,52.4,2661,0,1,1.08,1.8
211,35,13.1,2,2,48,4,4,65,0,5,11542,5.1,13.5,4.9,13.6,14,0.06,3.05,3.58,7.4,10,5730,2,5,53.1,2886,0,1,1.08,1.8
212,12,2.58,2,2,48,4,4,65,0,5,12405,4.83,12.77,4.67,13.6,5,0.3,2.16,3,1.3,3,6486,2,5,55.5,3101,2,0,1.1,2.8
213,11,3.64,2,2,48,4,4,65,0,5,12405,4.83,12.77,4.67,13.6,5,0.35,1.24,1.68,0.28,1,11459,2,5,58.6,3101,1,0,1.1,2.8
214,64,19.3,2,2,48,4,4,65,0,5,11924,4.68,12.87,4.67,13.6,28,-0.3,2,3.25,3.89,9,7640,2,5,54.4,2981,0,3,1.1,2.8
215,55,5.8,2,2,48,4,10,65,0,5,11925,4.35,16.61,5.93,13.6,6,-0.09,2.25,4.25,0.37,6,1910,2,5,56.3,2981,0,3,1.63,4.16
216,24,1.58,2,2,48,4,4,55,1,5,31374,2.5,6.9,2.4,13.6,2,-0.48,-3.4,2.9,0.06,1,7639,2,2,44.5,7844,0,1,1.63,4.16
217,0,0.95,2,2,48,4,4,55,1,5,66268,4.78,3.69,0.79,10,3,0.21,-2.8,3.01,0.42,1,5730,2,2,50.5,16567,-1,1,1.63,4.16
218,135,12.4,2,2,48,4,4,55,1,5,66767,4.78,3.69,0.79,10,21,0.05,-3.03,5.51,0.68,9,2865,2,2,51.5,16692,0,4,1.63,4.16
219,23,2.15,2,2,48,6,16,55,1,1,33922,3.7,2.3,0.1,8.91,4,-0.02,2.5,3.45,0.14,3,5730,2,3,49.5,8481,0,1,3.73,1.13
220,12,0.63,2,2,48,6,6,55,1,1,41496,3.7,2.3,0.1,10.04,1,0.06,-3.32,3.58,0.33,0,0,2,3,44,10374,0,0,3.21,0.55
221,0,0.9,2,2,50,0,0,40,1,1,10000,7,3,0,-99,18,0,-3.4,1.56,-99,4,477,1,1,47,2500,0,0,9.27,0
222,5,1.64,2,2,48,4,7,55,1,1,18695,4.92,2.09,0.61,8.43,4,1,3.45,4.38,0.41,4,1900,1,2,60.5,4674,0,0,2.96,0.1
223,5,0.57,2,2,46,0,0,55,1,1,14365,5.17,2.7,0.56,8.37,3,0.5,5.15,4.65,1.22,0,0,0,1,59.5,3591,0,0,2.96,0.1
224,16,1.68,2,2,48,0,8,45,1,1,14684,4.19,2.45,0.44,8.18,6,0.38,2.37,2.87,1.95,1,7500,0,1,58.5,3671,0,0,1.68,0.04
225,12,3.02,2,1,36,4,4,55,1,1,11157,5.1,3.4,1.1,9.5,9,-0.25,2.64,4.3,0.11,3,2865,1,2,46.5,3719,0,1,6.33,0
226,9,2.31,2,2,48,4,4,55,1,1,16610,3.69,2.46,0.64,8.99,6,-0.05,-3.71,5.7,0.25,4,2292,1,2,47,4153,0,0,6.33,0
227,28,5.17,2,2,48,4,4,55,1,1,16549,3.69,2.46,0.64,9.2,9,-0.05,-3.47,6.55,0.41,11,1433,1,2,46.6,4137,0,0,6.33,0
228,5,0.59,2,2,48,4,4,55,1,1,22581,4.7,2.7,0.4,10.3,1,0.3,-3.95,3.92,0.06,2,1433,1,2,53,5645,1,0,5.28,2.63
229,8,0.7,2,2,48,4,4,55,1,1,36800,4.15,3.14,0.74,10.4,2,0,-0.8,0.8,0.44,1,11460,2,2,53,9200,1,0,5.28,2.63
230,13,2.07,2,2,48,4,4,55,0,1,26895,4.15,3.14,0.74,9.07,2,0,-2.5,2,0.69,2,2865,2,2,52.8,6724,1,1,5.28,2.63
231,38,0.92,2,2,48,4,4,55,0,1,52487,3.63,2.64,0.47,8.5,3,0.5,-3.5,4,1.11,2,1433,2,2,52.8,13122,1,1,5.28,2.63
232,109,1.06,2,2,48,0,6,55,1,1,29659,3.34,1.51,0.26,8.1,10,-0.03,3.01,4.94,0.51,1,2000,2,5,53.7,7415,0,2,4.03,0
233,26,3.05,2,2,48,4,10,55,1,1,53070,3.13,4.02,0.86,8.23,3,0,-3,3,0.84,3,2200,2,5,51.5,13268,0,1,4.03,0
234,5,0.75,2,2,62,4,10,55,1,1,53070,3.13,4.02,0.86,8.2,2,0.02,-1.69,1.67,0.47,0,0,2,5,51,13268,0,1,4.03,0
235,25,1.23,2,2,48,4,4,55,1,1,63053,3.5,4.1,0.6,8.68,1,-0.08,1.42,1.5,0.06,2,5000,2,5,50,15763,1,1,4.03,0
236,49,3.32,2,2,102,4,5,55,1,1,50361,3.67,5.26,1.23,8.1,1,-0.04,-2,1.77,0.44,1,5730,2,5,52,12590,1,3,4.32,0.06
237,3,2.68,2,2,62,4,4,65,1,5,8726,3.2,3.7,1.3,7.95,2,-0.58,-3.66,2.91,0.23,4,5900,2,5,45.5,2182,0,1,0.53,1.04
238,13,2.18,2,2,48,4,7,55,1,5,8726,3.2,3.7,1.3,7.9,2,0,-2.95,2.95,1.99,2,4100,2,5,44.3,2182,2,2,0.53,1.04
239,12,6.06,3,3,88,5,7,55,1,5,19629,3.2,3.7,1.3,12.1,7,0.05,-2.8,3.36,0.56,2,3900,2,5,48.1,3272,0,3,0.53,1.04
240,9,1.05,2,2,48,5,5,55,1,5,30821,5.11,9.21,2.73,7.9,5,0.14,6.03,5.89,0.51,1,1433,2,2,50.5,7705,0,1,0.44,0
241,5,1.27,2,2,47,4,5,55,1,5,19972,5.11,9.21,2.73,8.16,1,0.21,-1.34,1.55,0.48,1,4400,2,2,54.3,4993,1,1,0.44,0
242,3,0.52,2,2,48,4,4,55,0,1,4805,4.72,6.19,2.43,7.35,4,-0.22,-4,6.83,0.08,1,3016,1,5,54,1201,0,0,1.63,4.16
243,17,9.32,2,2,48,3,4,55,0,1,4805,4.72,6.19,2.43,7.35,27,0.2,-5,6.05,0.61,14,1200,1,5,51.7,1201,0,0,1.63,4.16
244,5,2.4,2,2,48,4,4,55,0,1,7558,4.39,4.76,1.76,12.1,5,0.02,-2.91,3.52,0.07,7,2000,1,2,43.7,1890,0,0,1.63,4.16
245,1,0.91,2,2,48,4,4,55,1,1,7601,4.9,4.35,1.67,8.42,3,0.25,-1.21,1.46,0.55,0,0,1,3,46,1900,0,0,1.63,4.16
246,2,1.43,2,2,48,4,4,55,1,1,12320,3.88,2.84,1.17,8.34,6,0.91,4.67,6.93,0.12,0,0,1,2,46,3080,0,0,1.63,4.16
247,56,1.96,4,3,84,6,10,55,1,5,79848,2.9,5.46,1.68,10.2,3,0.5,-2.29,1.64,0.02,3,3000,2,5,40.3,11407,1,1,3.18,0.67
248,48,4.18,3,3,72,4,6,55,1,5,70887,2.9,5.46,1.68,10.2,6,-0.1,2.52,3.17,0.85,5,4000,2,5,41.9,11815,1,2,3.18,0.67
249,2,0.56,2,2,48,4,4,55,1,5,29967,4.45,9.58,3.31,10.2,2,-0.5,-2.43,1.93,0.25,2,2500,2,5,41.9,7492,1,0,3.18,0.67
250,4,0.72,2,2,48,4,4,55,1,5,29967,4.45,9.58,3.31,10.2,1,-1.74,-2.59,0.85,0.07,1,6000,2,5,40.5,7492,0,0,3.18,0.67
251,10,1,2,2,62,4,4,55,1,5,29967,4.45,9.58,3.31,10.2,2,-1.08,3,1.92,0.3,2,2000,2,5,40,7492,1,1,3.18,0.67
252,43,4.55,2,2,48,3,3,55,1,1,43014,2.24,1.61,0.12,12.2,6,0,-0.83,1.61,0.24,5,6367,1,5,55.3,10754,2,2,0.44,0
253,5,0.52,2,2,48,4,4,50,1,1,23771,2.4,0.7,0.1,8.96,0,-3.2,-3.2,0,5.32,0,0,0,1,58,5943,0,1,5.22,1.09
254,27,18.57,2,2,48,4,8,55,1,1,9345,5,13.5,6.1,7.72,23,0,-3.71,5.38,2.52,10,2200,1,5,41.9,2336,0,0,0.44,0
255,24,0.54,3,3,72,4,10,55,1,5,149113,3.26,2.62,0.24,9.5,2,-0.69,-5.05,4.36,0.75,2,2050,2,5,41,24852,3,0,3.37,1.12
256,0,1.38,4,3,84,6,10,55,1,5,161671,3.08,2.03,0.21,9.5,1,0.37,3.67,3.3,0.23,3,3820,2,3,48.5,23096,0,0,3.37,1.12
257,0,1.35,3,3,72,6,6,55,1,5,142656,3.08,2.03,0.21,9.5,2,0.36,-3.4,3.88,0.65,1,6001,2,2,49,23776,0,1,3.37,1.12
258,0,1.47,3,3,72,6,6,55,1,5,144914,3.08,2.03,0.21,9.5,2,0.37,-2.2,3.8,0.31,2,4298,2,2,50.5,24152,0,1,3.37,1.12
259,0,0.87,3,3,99,6,6,55,1,5,117614,3.08,2.03,0.21,9.5,2,0.86,-2.9,5.73,0.88,2,4298,2,5,50.5,19602,0,1,3.37,1.12
260,5,0.9,3,3,72,6,6,55,1,5,110272,3.08,2.03,0.21,9.5,2,0.59,2.18,3.18,0.03,1,7639,2,5,52,18379,1,0,3.37,1.12
261,0,0.56,3,3,72,6,6,55,1,5,110272,3.08,2.03,0.21,9.5,1,-1.01,1.94,0.93,0.48,1,11460,2,2,51,18379,0,1,3.37,1.12
262,2,0.57,2,2,48,6,6,55,1,5,90965,3.3,2.3,0.3,9.5,3,1.04,2.88,1.1,0.06,1,3200,2,3,49,22741,0,1,3.37,1.12
263,8,0.71,2,2,48,6,6,55,1,5,88382,3.3,2.3,0.3,9.5,1,1.68,-2.4,0.72,0.81,1,2600,2,5,49.5,22096,1,1,3.37,1.12
264,66,2.63,2,2,62,6,6,55,1,5,88382,3.3,2.3,0.3,9.5,8,1,3.43,3.9,0.56,4,2000,2,5,49.8,22096,2,1,3.37,1.12
265,27,1.96,2,2,48,4,8,55,1,2,45805,3,3.1,0.8,7.8,3,-0.13,1.11,1.01,0.62,3,1433,2,2,49.5,11451,0,2,5.13,0.83
266,4,0.61,2,2,48,4,4,55,1,1,70880,4,3.6,0.7,9.6,1,0.2,1.44,0.92,0.4,1,5730,2,2,52.5,17720,0,1,3.91,0
267,29,1.23,2,2,48,4,4,55,1,1,52551,3.36,3.41,1.01,8.37,1,-0.23,0.93,0.94,0.66,3,2865,2,2,55.5,13138,0,1,3.91,0
268,34,2.02,2,2,48,4,4,55,1,1,49043,3.36,3.41,1.01,8.3,3,0.2,0.93,0.73,0.4,3,5730,2,2,54,12261,0,1,4.03,0
269,11,1.32,2,2,48,4,4,55,1,1,51299,3.36,3.41,1.01,8.5,1,0.26,-1.56,1.3,1.29,1,1500,2,5,56,12825,0,2,4.03,0
270,37,1.27,2,2,48,6,6,55,1,1,47827,3.36,3.41,1.01,8.39,1,0.7,-5.5,6.2,2.38,2,1500,2,3,50,11957,0,2,4.43,0.73
271,17,1.02,2,2,48,4,6,55,1,1,55518,3.76,4.28,1.06,7.9,3,-0.2,3.82,4.97,1.24,2,1500,2,3,49,13880,0,1,4.03,0
272,14,0.58,2,2,48,4,4,55,1,1,55321,3.79,3.91,1.06,7.8,2,0.6,-2.5,3.1,0.77,1,2500,2,3,49,13830,0,1,4.03,0
273,0,0.58,2,2,48,10,10,55,1,1,77379,2.65,0.55,0,8.1,2,-2.77,-4.09,7.8,0.23,2,1931,2,3,46.5,19345,0,1,3.37,1.12
274,0,2.45,2,2,48,4,4,55,1,1,77379,2.64,0.57,0.03,8.1,5,-0.32,-5.1,2.03,0.41,3,2250,2,3,50.8,19345,0,2,3.37,1.12
275,28,1.86,2,2,48,4,4,55,1,1,30347,3.9,1.7,0.2,9.13,5,-0.02,3.02,2.98,0.13,4,1910,2,2,56.5,7587,1,2,3.37,1.12
276,11,1.06,2,2,48,4,4,55,1,1,31186,1.9,4.6,0.5,9.2,3,0,6.72,6.7,0.28,3,1469,2,2,52,7797,1,1,3.37,1.12
277,3,0.98,2,2,48,4,4,55,1,1,34757,1.97,4.16,1.29,8.6,1,-0.87,4.02,4.89,0.71,3,1010,2,2,53.5,8689,0,0,3.73,1.13
